"sppid","species","scinam","rank","spp_code","tsnid","ndet","nsite","map.det","useavail.north","veghf.north","useavail.south","soilhf.south","map.pred","origin","nonnative","comments"
"Kobresia.simpliciuscula","Simple Bog Sedge","Kobresia simpliciuscula","Species","KobresiaSimpliciuscula",99004192,4,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Kochia","Summer Cypresses","Kochia","Genus","Kochia",99004249,2,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA
"Kochia.scoparia","Summer Cypress","Kochia scoparia","Species","KochiaScoparia",99004250,286,104,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,"Exotic",TRUE,NA
"Koeleria.macrantha","June Grass","Koeleria macrantha","Species","KoeleriaMacrantha",99004082,727,225,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,"Native",FALSE,NA
"Krascheninnikovia.lanata","Winter Fat","Krascheninnikovia lanata","Species","KrascheninnikoviaLanata",99004252,97,42,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,"Native",FALSE,NA
"Lactuca","Lettuces","Lactuca","Genus","Lactuca",99004435,5,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA
"Lactuca.serriola","Prickly Lettuce","Lactuca serriola","Species","LactucaSerriola",99004437,182,85,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,"Exotic",TRUE,NA
"Lamium.amplexicaule","Henbit Deadnettle","Lamium amplexicaule","Species","LamiumAmplexicaule",99005148,8,3,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Exotic",TRUE,NA
"Lappula","Stickseed","Lappula","Genus","Lappula",99002707,2,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA
"Lappula.occidentalis","Western Bluebur","Lappula occidentalis","Species","LappulaOccidentalis",99002708,25,14,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Native",FALSE,NA
"Lappula.squarrosa","Bluebur","Lappula squarrosa","Species","LappulaSquarrosa",99002709,90,47,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,"Exotic",TRUE,NA
"Larix.laricina","Tamarack","Larix laricina","Species","LarixLaricina",99004833,894,326,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,"Native",FALSE,NA
"Lathyrus","Peavine","Lathyrus","Genus","Lathyrus",99003748,4,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA
"Lathyrus.ochroleucus","Cream Colored Vetchling","Lathyrus ochroleucus","Species","LathyrusOchroleucus",99003749,1676,571,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,"Native",FALSE,NA
"Lathyrus.palustris","Vetchling Peavine","Lathyrus palustris","Species","LathyrusPalustris",99003750,9,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Fabaceae","Purple Peavine","Fabaceae","Species","LathyrusVenosus",99003751,9,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Lavatera.trimestris","Tree Mallow","Lavatera trimestris","Species","LavateraTrimestris",99003767,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Exotic",TRUE,NA
"Lavendula","Lavenders","Lavendula","Genus","Lavendula",99005424,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA
"Lechea.intermedia","Impoverished Pinweed","Lechea intermedia","Species","LecheaIntermedia",99003781,2,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Lemna.trisulca","Ivy Leaved Duckweed","Lemna trisulca","Species","LemnaTrisulca",99002787,14,7,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Lemna.turionifera","Common Duckweed","Lemna turionifera","Species","LemnaTurionifera",99002788,163,71,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,"Native",FALSE,NA
"Lens.culinaris","Lentil","Lens culinaris","Species","LensCulinaris",99003686,11,4,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Exotic",TRUE,NA
"Lepidium","Peppergrasses","Lepidium","Genus","Lepidium",99002028,4,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA
"Lepidium.densiflorum.ramosissimum","Common Peppergrass","Lepidium densiflorum/ramosissimum","Species","LepidiumDensiflorum",99002030,349,155,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,"Native",FALSE,NA
"Leucanthemum.vulgare","Ox Eye Daisy","Leucanthemum vulgare","Species","LeucanthemumVulgare",99004439,22,9,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,"Exotic",TRUE,NA
"Leucophysalis.grandiflora","Large White Ground Cherry","Leucophysalis grandiflora","Species","LeucophysalisGrandiflora",99005051,15,6,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Leymus.cinereus","Giant Wild Rye","Leymus cinereus","Species","LeymusCinereus",99004084,8,4,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Native",FALSE,NA
"Leymus.innovatus","Hairy Wild Rye","Leymus innovatus","Species","LeymusInnovatus",99004085,1017,367,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,"Native",FALSE,NA
"Liatris.ligulistylis","Meadow Blazingstar","Liatris ligulistylis","Species","LiatrisLigulistylis",99004441,3,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Liatris.punctata","Dotted Blazingstar","Liatris punctata","Species","LiatrisPunctata",99004442,96,41,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,"Native",FALSE,NA
"Lilium.philadelphicum","Tiger Lily","Lilium philadelphicum","Species","LiliumPhiladelphicum",99003849,217,107,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,"Native",FALSE,NA
"Limosella.aquatica","Mudwort","Limosella aquatica","Species","LimosellaAquatica",99005110,25,11,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,"Native",FALSE,NA
"Linaria.dalmatica","Broad Leaved Toadflax","Linaria dalmatica","Species","LinariaDalmatica",99005105,5,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Exotic",TRUE,NA
"Linaria.vulgaris","Common Toadflax","Linaria vulgaris","Species","LinariaVulgaris",99005106,50,23,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,"Exotic",TRUE,NA
"Linnaea.borealis","Twinflower","Linnaea borealis","Species","LinnaeaBorealis",99002755,2300,697,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,"Native",FALSE,NA
"Linum.lewisii","Wild Blue Flax","Linum lewisii","Species","LinumLewisii",99003473,78,40,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,"Native",FALSE,NA
"Linum.rigidum","Yellow Flax","Linum rigidum","Species","LinumRigidum",99003475,76,31,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,"Native",FALSE,NA
"Linum.usitatissimum","Common Flax","Linum usitatissimum","Species","LinumUsitatissimum",99003476,10,4,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Exotic",TRUE,NA
"Liparis.loeselii","Loesel's Twayblade","Liparis loeselii","Species","LiparisLoeselii",99003814,4,3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Listera.borealis","Northern Twayblade","Listera borealis","Species","ListeraBorealis",99005255,5,5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Listera.cordata","Heart-Leaved Twayblade","Listera cordata","Species","ListeraCordata",99005274,88,54,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,"Native",FALSE,NA
"Lithospermum.incisum","Narrow Leaved Puccoon","Lithospermum incisum","Species","LithospermumIncisum",99002705,61,26,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,"Native",FALSE,NA
"Lithospermum.ruderale","Woolly Gromwell","Lithospermum ruderale","Species","LithospermumRuderale",99002706,69,28,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,"Native",FALSE,NA
"Lobelia","Lobelias","Lobelia","Genus","Lobelia",99004603,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Lobelia.dortmanna","Water Lobelia","Lobelia dortmanna","Species","LobeliaDortmanna",99004602,2,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Logfia.arvensis","Field Fluffweed","Logfia arvensis","Species","LogfiaArvensis",99004444,28,14,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Exotic",TRUE,NA
"Lolium.perenne","Perennial Ryegrass","Lolium perenne","Species","LoliumPerenne",99004087,11,6,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Exotic",TRUE,NA
"Lolium.persicum","Persian Darnel","Lolium persicum","Species","LoliumPersicum",99004088,14,6,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Exotic",TRUE,NA
"Lomatium.foeniculaceum","Hairy Fruited Wild Parsley","Lomatium foeniculaceum","Species","LomatiumFoeniculaceum",99004709,4,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Lomatium.macrocarpum","Long Fruited Wild Parsley","Lomatium macrocarpum","Species","LomatiumMacrocarpum",99004710,9,4,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Native",FALSE,NA
"Lonicera","Honeysuckle","Lonicera","Genus","Lonicera",99002756,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA
"Lonicera.dioica.involucrata","Twining Honeysuckle","Lonicera dioica/involucrata","Species","LoniceraDioica",99002759,1527,515,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,"Native",FALSE,NA
"Lonicera.tatarica","Tatarian Honeysuckle","Lonicera tatarica","Species","LoniceraTatarica",99002757,3,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Exotic",TRUE,NA
"Lonicera.utahensis","Utah Honeysuckle","Lonicera utahensis","Species","LoniceraUtahensis",99003193,3,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Lonicera.villosa","Fly Honeysuckle","Lonicera villosa","Species","LoniceraVillosa",99002762,199,92,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,"Native",FALSE,NA
"Lotus.corniculatus","Bird's Foot Trefoil","Lotus corniculatus","Species","LotusCorniculatus",99003688,15,9,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,"Exotic",TRUE,NA
"Lupinus","Lupines","Lupinus","Genus","Lupinus",99003689,5,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA
"Lupinus.argenteus","Silvery Perennial Lupine","Lupinus argenteus","Species","LupinusArgenteus",99003690,4,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Lupinus.nootkatensis","Nootka Lupine","Lupinus nootkatensis","Species","LupinusNootkatensis",99003691,5,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Lupinus.sericeus","Silky Perennial Lupine","Lupinus sericeus","Species","LupinusSericeus",99003693,56,19,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Native",FALSE,NA
"Luzula","Woodrushs","Luzula","Genus","Luzula",99003875,7,4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA
"Luzula.acuminata","Hairy Woodrush","Luzula acuminata","Species","LuzulaAcuminata",99003206,2,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Luzula.multiflora","Field Wood Rush","Luzula multiflora","Species","LuzulaMultiflora",99003876,12,9,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Luzula.parviflora","Small Flowered Wood Rush","Luzula parviflora","Species","LuzulaParviflora",99003877,116,70,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,"Native",FALSE,NA
"Lychnis.chalcedonica","Maltese cross","Lychnis chalcedonica","Species","LychnisChalcedonica",99003113,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Exotic",TRUE,NA
"Lycopodium.annotinum.dendroideum","Stiff Club Moss","Lycopodium annotinum/dendroideum","Species","LycopodiumAnnotinum",17018,703,296,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,"Native",FALSE,NA
"Lycopodium.lagopus","Running Club Moss","Lycopodium lagopus","Species","LycopodiumLagopus",99000254,63,28,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,"Native",FALSE,NA
"Lycopus.americanus","American Water Horehound","Lycopus americanus","Species","LycopusAmericanus",99002694,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Lycopus.asper","Western Water Horehound","Lycopus asper","Species","LycopusAsper",99002693,16,9,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Native",FALSE,NA
"Lycopus.uniflorus","Northern Water Horehound","Lycopus uniflorus","Species","LycopusUniflorus",99002695,18,9,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Lygodesmia.juncea","Skeletonweed","Lygodesmia juncea","Species","LygodesmiaJuncea",99004446,181,74,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,"Native",FALSE,NA
"Lysimachia.ciliata","Fringed Loosestrife","Lysimachia ciliata","Species","LysimachiaCiliata",99004624,39,21,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,"Native",FALSE,NA
"Lysimachia.hybrida","Lance Leaved Loosestrife","Lysimachia hybrida","Species","LysimachiaHybrida",99004625,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Lysimachia.maritima","Sea milkwort","Lysimachia maritima","Species","LysimachiaMaritima",99005146,14,7,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Native",FALSE,NA
"Lysimachia.thyrsiflora","Tufted Loosestrife","Lysimachia thyrsiflora","Species","LysimachiaThyrsiflora",99004626,109,50,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,"Native",FALSE,NA
"Machaeranthera.tanacetifolia","Tansy Aster","Machaeranthera tanacetifolia","Species","MachaerantheraTanacetifolia",99004448,2,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Maianthemum.canadense","Wild Lily Of The Valley","Maianthemum canadense","Species","MaianthemumCanadense",99004995,1619,545,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,"Native",FALSE,NA
"Maianthemum.racemosum",NA,"Maianthemum racemosum","Species","MaianthemumRacemosum",99004993,32,12,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Maianthemum.stellatum","Star Flowered Solomon's Seal","Maianthemum stellatum","Species","MaianthemumStellatum",99004996,415,177,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,"Native",FALSE,NA
"Maianthemum.trifolium","Three Leaved Solomon's Seal","Maianthemum trifolium","Species","MaianthemumTrifolium",99004997,1127,373,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,"Native",FALSE,NA
"Malaxis.monophyllos","White Adder's Mouth","Malaxis monophyllos","Species","MalaxisMonophyllos",99003816,5,4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Malaxis.paludosa","Bog Adder's Mouth","Malaxis paludosa","Species","MalaxisPaludosa",99003817,2,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Malva.rotundifolia.sensu.lato","Mallows","Malva rotundifolia sensu lato","Genus","Malva",99003768,57,22,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Exotic",TRUE,NA
"Marsilea.vestita","Hairy Pepperwort","Marsilea vestita","Species","MarsileaVestita",17998,2,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Matricaria.chamomilla",NA,"Matricaria chamomilla","Species","MatricariaChamomilla",99005283,5,3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Exotic",TRUE,NA
"Matricaria.discoidea","Pineappleweed","Matricaria discoidea","Species","MatricariaDiscoidea",99004452,166,73,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,"Exotic",TRUE,NA
"Matteuccia.struthiopteris","Ostrich Fern","Matteuccia struthiopteris","Species","MatteucciaStruthiopteris",17596,15,10,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Medicago","Alfalfas","Medicago","Genus","Medicago",99003694,4,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA
"Medicago.lupulina","Black Medick","Medicago lupulina","Species","MedicagoLupulina",99003695,153,74,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,"Exotic",TRUE,NA
"Medicago.sativa","Alfalfa","Medicago sativa","Species","MedicagoSativa",99003696,654,243,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,"Exotic",TRUE,NA
"Melampyrum.lineare","Cow Wheat","Melampyrum lineare","Species","MelampyrumLineare",99004962,64,31,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,"Native",FALSE,NA
"Melica.spectabilis","Purple Oniongrass","Melica spectabilis","Species","MelicaSpectabilis",99003187,2,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Melilotus","Sweet Clovers","Melilotus","Genus","Melilotus",99003698,9,5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA
"Melilotus.albus","White sweetclover","Melilotus albus","Species","MelilotusAlbus",99005166,331,139,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,"Exotic",TRUE,NA
"Melilotus.officinalis","Yellow Sweet Clover","Melilotus officinalis","Species","MelilotusOfficinalis",99003699,451,184,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,"Exotic",TRUE,NA
"Mentha.arvensis","Wild Mint","Mentha arvensis","Species","MenthaArvensis",99002687,278,146,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,"Native",FALSE,NA
"Mentha.spicata","Spearmint","Mentha spicata","Species","MenthaSpicata",99002686,2,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Exotic",TRUE,NA
"Menyanthes.trifoliata","Buck Bean","Menyanthes trifoliata","Species","MenyanthesTrifoliata",99004342,145,48,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,"Native",FALSE,NA
"Menziesia.ferruginea","False Azalea","Menziesia ferruginea","Species","MenziesiaFerruginea",99004640,7,4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Mertensia","Bluebells","Mertensia","Genus","Mertensia",99002702,12,4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA
"Mertensia.paniculata","Tall Lungwort","Mertensia paniculata","Species","MertensiaPaniculata",99002703,1825,572,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,"Native",FALSE,NA
"Micranthes.occidentalis","Rhomboid Leaved Saxifrage","Micranthes occidentalis","Species","MicranthesOccidentalis",99004927,7,4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Mirabilis.albida","Hairy Umbrellawort","Mirabilis albida","Species","MirabilisAlbida",99004247,6,4,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Native",FALSE,NA
"Mirabilis.linearis","Narrowleaf Umbrellawort","Mirabilis linearis","Species","MirabilisLinearis",99004246,6,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Mitella.nuda","Bishop's Cap","Mitella nuda","Species","MitellaNuda",99005223,1725,566,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,"Native",FALSE,NA
"Mitella.pentandra","Five-Stamened Mitrewort","Mitella pentandra","Species","MitellaPentandra",99005221,25,8,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Moehringia.lateriflora","Blunt Leaved Sandwort","Moehringia lateriflora","Species","MoehringiaLateriflora",99004298,247,126,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,"Native",FALSE,NA
"Monarda.fistulosa","Wild Bergamot","Monarda fistulosa","Species","MonardaFistulosa",99002700,100,40,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,"Native",FALSE,NA
"Moneses.uniflora","One Flowered Wintergreen","Moneses uniflora","Species","MonesesUniflora",99004642,156,95,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,"Native",FALSE,NA
"Monolepis.nuttalliana","Spear Leaved Goosefoot","Monolepis nuttalliana","Species","MonolepisNuttalliana",99004254,71,33,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,"Native",FALSE,NA
"Monotropa.uniflora","Indian Pipe","Monotropa uniflora","Species","MonotropaUniflora",99004644,8,7,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Muhlenbergia.asperifolia","Scratch Grass","Muhlenbergia asperifolia","Species","MuhlenbergiaAsperifolia",99003914,21,7,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Native",FALSE,NA
"Muhlenbergia.cuspidata","Plains Muhly","Muhlenbergia cuspidata","Species","MuhlenbergiaCuspidata",99003915,20,10,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Native",FALSE,NA
"Muhlenbergia.glomerata","Bog Muhly","Muhlenbergia glomerata","Species","MuhlenbergiaGlomerata",99003916,7,3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Muhlenbergia.richardsonis","Mat Muhly","Muhlenbergia richardsonis","Species","MuhlenbergiaRichardsonis",99003917,64,29,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,"Native",FALSE,NA
"Mulgedium.pulchellum","Common Blue Lettuce","Mulgedium pulchellum","Species","MulgediumPulchellum",99004928,155,67,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,"Native",FALSE,NA
"Musineon.divaricatum","Leafy Musineon","Musineon divaricatum","Species","MusineonDivaricatum",99004712,7,3,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Native",FALSE,NA
"Myosotis.asiatica","Asian Forget-Me-Not","Myosotis asiatica","Species","MyosotisAsiatica",99002723,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Myrica.gale","Sweet Gale","Myrica gale","Species","MyricaGale",99001967,72,25,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,"Native",FALSE,NA
"Myriophyllum.sibiricum","Spiked Water Milfoil","Myriophyllum sibiricum","Species","MyriophyllumSibiricum",99005206,12,7,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Myriophyllum.verticillatum","Water Milfoil","Myriophyllum verticillatum","Species","MyriophyllumVerticillatum",99005208,8,3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Najas.flexilis","Slender Naiad","Najas flexilis","Species","NajasFlexilis",99005019,5,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Nassella.viridula","Green Needlegrass","Nassella viridula","Species","NassellaViridula",99003919,287,113,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,"Native",FALSE,NA
"Nasturtium","Nasturtiums","Nasturtium","Genus","Nasturtium",99002781,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Exotic",TRUE,NA
"Nasturtium.officinale","Water Cress","Nasturtium officinale","Species","NasturtiumOfficinale",99002782,6,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Exotic",TRUE,NA
"Nemesia","Nemesia","Nemesia","Genus","Nemesia",99005425,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Exotic",TRUE,NA
"Neslia.paniculata","Ball Mustard","Neslia paniculata","Species","NesliaPaniculata",99002034,27,13,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,"Exotic",TRUE,NA
"Nuphar.variegata","Yellow Pond-lily","Nuphar variegata","Species","NupharVariegata",99000267,17,7,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Oenothera.biennis","Yellow Evening Primrose","Oenothera biennis","Species","OenotheraBiennis",99003572,18,11,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Native",FALSE,NA
"Oenothera.cespitosa",NA,"Oenothera cespitosa","Species","OenotheraCespitosa",99005257,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Oenothera.nuttallii","White Evening Primrose","Oenothera nuttallii","Species","OenotheraNuttallii",99003573,41,18,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Native",FALSE,NA
"Oenothera.serrulata","Shrubby Evening Primrose","Oenothera serrulata","Species","OenotheraSerrulata",99003571,3,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Oenothera.suffrutescens",NA,"Oenothera suffrutescens","Species","OenotheraSuffrutescens",99005176,283,103,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,"Native",FALSE,NA
"Onobrychis.viciifolia","Sainfoin","Onobrychis viciifolia","Species","OnobrychisViciifolia",99003701,10,5,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Exotic",TRUE,NA
"Onosmodium.molle","False gromwell","Onosmodium molle","Species","OnosmodiumMolle",99005165,11,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Oplopanax.horridus","Devil's Club","Oplopanax horridus","Species","OplopanaxHorridus",99004695,6,3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Opuntia.fragilis.polyacantha","Brittle Prickly Pear Cactus","Opuntia fragilis/polyacantha","Species","OpuntiaFragilis",99004289,195,72,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,"Native",FALSE,NA
"Orobanche.fasciculata","Clustered Broom Rape","Orobanche fasciculata","Species","OrobancheFasciculata",99004987,38,24,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,"Native",FALSE,NA
"Orobanche.ludoviciana","Louisiana Broom Rape","Orobanche ludoviciana","Species","OrobancheLudoviciana",99004988,3,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Orthilia.secunda","One-Sided Wintergreen","Orthilia secunda","Species","OrthiliaSecunda",99004646,768,359,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,"Native",FALSE,NA
"Orthocarpus.luteus","Owl Clover","Orthocarpus luteus","Species","OrthocarpusLuteus",99004964,82,44,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,"Native",FALSE,NA
"Oryzopsis.asperifolia","White Grained Mountain Rice Grass","Oryzopsis asperifolia","Species","OryzopsisAsperifolia",99003921,101,40,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,"Native",FALSE,NA
"Osmorhiza","Sweet Cicelies","Osmorhiza","Genus","Osmorhiza",99004713,4,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA
"Osmorhiza.berteroi","Chilean Sweet Cicely","Osmorhiza berteroi","Species","OsmorhizaBerteroi",99004714,4,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Osmorhiza.depauperata","Spreading Sweet Cicely","Osmorhiza depauperata","Species","OsmorhizaDepauperata",99004715,186,85,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,"Native",FALSE,NA
"Osmorhiza.longistylis","Smooth Sweet Cicely","Osmorhiza longistylis","Species","OsmorhizaLongistylis",99004716,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
