"sppid","species","scinam","rank","spp_code","tsnid","ndet","nsite","map.det","useavail.north","veghf.north","useavail.south","soilhf.south","map.pred","origin","nonnative","comments"
"Avenula.hookeri","Spikeoat","Avenula hookeri","Species","AvenulaHookeri",99003993,183,61,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,"Native",FALSE,NA
"Axyris.amaranthoides","Russian Pigweed","Axyris amaranthoides","Species","AxyrisAmaranthoides",99004272,84,39,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,"Exotic",TRUE,NA
"Beckmannia.syzigachne","Slough Grass","Beckmannia syzigachne","Species","BeckmanniaSyzigachne",99003887,218,116,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,"Native",FALSE,NA
"Begonia","Begonias","Begonia","Genus","Begonia",99005407,2,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA
"Betula","Birches","Betula","Genus","Betula",99003457,9,5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA
"Betula.neoalaskana.papyrifera","Alaska Birch","Betula neoalaskana/papyrifera","Species","BetulaNeoalaskana",99003459,1654,589,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,"Native",FALSE,NA
"Betula.occidentalis","Water Birch","Betula occidentalis","Species","BetulaOccidentalis",99003460,71,36,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,"Native",FALSE,NA
"Betula.pendula","Silver Birch","Betula pendula","Species","BetulaPendula",99003462,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Exotic",TRUE,NA
"Betula.x.sargentii","Hybrid Dwarf Bog Birch","Betula x sargentii","Species","BetulaSargentii",99004923,1166,388,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,"Native",FALSE,NA
"Bidens","Beggarticks","Bidens","Genus","Bidens",99004546,6,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Bidens.cernua","Nodding Beggarticks","Bidens cernua","Species","BidensCernua",99004547,28,17,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Bistorta.bistortoides","Bistort","Bistorta bistortoides","Species","BistortaBistortoides",99002041,7,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Bistorta.vivipara","Alpine Bistort","Bistorta vivipara","Species","BistortaVivipara",99002042,35,17,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Boechera","Rock Cresses","Boechera","Genus","Boechera",99001969,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA
"Boechera.collinsii","Collins Rock Cress","Boechera collinsii","Species","BoecheraCollinsii",99004910,3,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Boechera.stricta","Drummond's Rock Cress","Boechera stricta","Species","BoecheraStricta",99004924,9,4,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Native",FALSE,NA
"Bolboschoenus.maritimus","Prairie Bulrush","Bolboschoenus maritimus","Species","BolboschoenusMaritimus",99004203,26,12,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Native",FALSE,NA
"Botrychium","Grape Fern","Botrychium","Species","BotrychiumDusenii",17177,9,6,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Botrychium.virginianum","Virginia Grape Fern","Botrychium virginianum","Species","BotrychiumVirginianum",17173,54,35,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,"Native",FALSE,NA
"Bouteloua.gracilis","Blue Grama","Bouteloua gracilis","Species","BoutelouaGracilis",99003995,482,148,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,"Native",FALSE,NA
"Brassica","Mustards","Brassica","Genus","Brassica",99001979,18,7,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,NA
"Brassica.juncea","Indian Mustard","Brassica juncea","Species","BrassicaJuncea",99001983,4,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Exotic",TRUE,NA
"Brassica.napus","Argentine Canola","Brassica napus","Species","BrassicaNapus",99001982,455,133,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,"Exotic",TRUE,NA
"Brassica.rapa","Canola","Brassica rapa","Species","BrassicaRapa",99001980,92,30,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,"Exotic",TRUE,NA
"Bromus","Brome Species","Bromus","Genus","Bromus",99003889,50,18,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,NA
"Bromus.biebersteinii","Bieber's Meadow brome","Bromus biebersteinii","Species","BromusBiebersteinii",99003898,43,14,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,"Exotic",TRUE,NA
"Bromus.carinatus","Keeled Brome","Bromus carinatus","Species","BromusCarinatus",99003891,16,8,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,"Native",FALSE,NA
"Bromus.ciliatus","Fringed Brome","Bromus ciliatus","Species","BromusCiliatus",99003892,298,126,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,"Native",FALSE,NA
"Bromus.commutatus","Hairy Chess","Bromus commutatus","Species","BromusCommutatus",99004872,13,6,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Exotic",TRUE,NA
"Bromus.inermis","Awnless Brome","Bromus inermis","Species","BromusInermis",99003893,1163,395,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,"Exotic",TRUE,NA
"Bromus.japonicus","Japanese Chess","Bromus japonicus","Species","BromusJaponicus",99003895,16,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Exotic",TRUE,NA
"Bromus.latiglumis","Canada Brome","Bromus latiglumis","Species","BromusLatiglumis",99003896,4,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Bromus.porteri","Nodding Brome","Bromus porteri","Species","BromusPorteri",99005338,32,13,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Native",FALSE,NA
"Bromus.pumpellianus","Pumpelly","Bromus pumpellianus","Species","BromusPumpellianus",99000261,56,23,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,"Native",FALSE,NA
"Bromus.squarrosus","Annual Brome","Bromus squarrosus","Species","BromusSquarrosus",99003899,6,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Exotic",TRUE,NA
"Bromus.tectorum","Downy Chess","Bromus tectorum","Species","BromusTectorum",99003897,103,41,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,"Exotic",TRUE,NA
"Bupleurum.americanum","American Thorough Wax","Bupleurum americanum","Species","BupleurumAmericanum",99004871,3,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Calamagrostis","Reedgrasses","Calamagrostis","Genus","Calamagrostis",99003996,23,10,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Calamagrostis.canadensis","Bluejoint Reed Grass","Calamagrostis canadensis","Species","CalamagrostisCanadensis",99004002,2548,770,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,"Native",FALSE,NA
"Calamagrostis.montanensis","Plains Reed Grass","Calamagrostis montanensis","Species","CalamagrostisMontanensis",99003997,125,39,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,"Native",FALSE,NA
"Calamagrostis.rubescens","Pine Reed Grass","Calamagrostis rubescens","Species","CalamagrostisRubescens",99003999,33,11,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Calamagrostis.stricta","Narrow Reed Grass","Calamagrostis stricta","Species","CalamagrostisStricta",99004000,227,104,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,"Native",FALSE,NA
"Calamovilfa.longifolia","Sand Grass","Calamovilfa longifolia","Species","CalamovilfaLongifolia",99004004,67,20,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Native",FALSE,NA
"Calla.palustris","Water Arum","Calla palustris","Species","CallaPalustris",99002772,73,37,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,"Native",FALSE,NA
"Callitriche.hermaphroditica.stenoptera","Northern Water Starwort","Callitriche hermaphroditica/stenoptera","Species","CallitricheHermaphroditica",99002784,3,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Callitriche.palustris","Vernal Water Starwort","Callitriche palustris","Species","CallitrichePalustris",99002785,10,6,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Native",FALSE,NA
"Caltha.natans","Floating Marsh Marigold","Caltha natans","Species","CalthaNatans",99004750,11,10,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Caltha.palustris","Marsh Marigold","Caltha palustris","Species","CalthaPalustris",99004751,452,186,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,"Native",FALSE,NA
"Calypso.bulbosa","Venus' Slipper","Calypso bulbosa","Species","CalypsoBulbosa",99003808,11,8,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Camassia.quamash","Blue Camas","Camassia quamash","Species","CamassiaQuamash",99005003,2,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Camelina.microcarpa","Small-Seeded False Flax","Camelina microcarpa","Species","CamelinaMicrocarpa",99002008,2,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Exotic",TRUE,NA
"Campanula","Harebells","Campanula","Genus","Campanula",99004604,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA
"Campanula.rapunculoides","Creeping Harebell","Campanula rapunculoides","Species","CampanulaRapunculoides",99004606,11,5,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Exotic",TRUE,NA
"Campanula.rotundifolia","Harebell","Campanula rotundifolia","Species","CampanulaRotundifolia",99004605,695,267,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,"Native",FALSE,NA
"Campanula.uniflora","Arctic Harebell","Campanula uniflora","Species","CampanulaUniflora",99004607,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Canadanthus.modestus","Giant Mountain Aster","Canadanthus modestus","Species","CanadanthusModestus",99004550,17,10,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Cannabis.sativa","Hemp","Cannabis sativa","Species","CannabisSativa",99004907,4,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Exotic",TRUE,NA
"Capsella.bursa.pastoris","Shepherd's Purse","Capsella bursa-pastoris","Species","CapsellaBursapastoris",99002017,287,121,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,"Exotic",TRUE,NA
"Capsicum.annuum","Pepper","Capsicum annuum","Species","CapsicumAnnuum",99005409,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Exotic",TRUE,NA
"Caragana.arborescens","Common Caragana","Caragana arborescens","Species","CaraganaArborescens",99003738,20,12,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Exotic",TRUE,NA
"Cardamine","Bittercresses","Cardamine","Genus","Cardamine",99002014,11,4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA
"Cardamine.pensylvanica","Bitter Cress","Cardamine pensylvanica","Species","CardaminePensylvanica",99002015,33,25,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,"Native",FALSE,NA
"Carex","Sedges","Carex","Genus","Carex",99004103,791,300,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,"Native",FALSE,NA
"Carex.adusta","Browned Sedge","Carex adusta","Species","CarexAdusta",99004104,8,3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Carex.aquatilis","Water Sedge","Carex aquatilis","Species","CarexAquatilis",99004107,863,338,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,"Native",FALSE,NA
"Carex.atherodes","Awned Sedge","Carex atherodes","Species","CarexAtherodes",99004110,238,99,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,"Native",FALSE,NA
"Carex.atratiformis","Raymond","Carex atratiformis","Species","CarexAtratiformis",99000259,24,13,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,"Native",FALSE,NA
"Carex.atrosquama","Dark Scaled Sedge","Carex atrosquama","Species","CarexAtrosquama",99004112,2,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Carex.aurea","Golden Sedge","Carex aurea","Species","CarexAurea",99004113,126,76,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,"Native",FALSE,NA
"Carex.backii","Back's Sedge","Carex backii","Species","CarexBackii",99004114,2,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Carex.bebbii","Bebb's Sedge","Carex bebbii","Species","CarexBebbii",99004115,171,83,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,"Native",FALSE,NA
"Carex.brevior","Slender Beaked Sedge","Carex brevior","Species","CarexBrevior",99004116,16,11,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Native",FALSE,NA
"Carex.brunnescens","Brownish Sedge","Carex brunnescens","Species","CarexBrunnescens",99004117,206,109,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,"Native",FALSE,NA
"Carex.buxbaumii","Brown Sedge","Carex buxbaumii","Species","CarexBuxbaumii",99004118,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Carex.canescens","Short Sedge","Carex canescens","Species","CarexCanescens",99005294,314,149,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,"Native",FALSE,NA
"Carex.capillaris","Hair Like Sedge","Carex capillaris","Species","CarexCapillaris",99004119,55,27,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,"Native",FALSE,NA
"Carex.capitata","Capitate Sedge","Carex capitata","Species","CarexCapitata",99004120,20,8,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Carex.chordorrhiza","Prostrate Sedge","Carex chordorrhiza","Species","CarexChordorrhiza",99004121,82,34,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,"Native",FALSE,NA
"Carex.concinna","Beautiful Sedge","Carex concinna","Species","CarexConcinna",99004122,6,6,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Carex.crawfordii","Crawford's Sedge","Carex crawfordii","Species","CarexCrawfordii",99004123,38,20,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,"Native",FALSE,NA
"Carex.deflexa","Bent Sedge","Carex deflexa","Species","CarexDeflexa",99004124,21,12,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Carex.deweyana","Dewey's Sedge","Carex deweyana","Species","CarexDeweyana",99004125,76,46,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,"Native",FALSE,NA
"Carex.diandra","Two Stamened Sedge","Carex diandra","Species","CarexDiandra",99004126,184,73,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,"Native",FALSE,NA
"Carex.disperma","Two Seeded Sedge","Carex disperma","Species","CarexDisperma",99004127,530,237,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,"Native",FALSE,NA
"Carex.douglasii","Douglas Sedge","Carex douglasii","Species","CarexDouglasii",99004128,27,14,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Native",FALSE,NA
"Carex.duriuscula","Needleleaf Sedge","Carex duriuscula","Species","CarexDuriuscula",99004129,318,93,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,"Native",FALSE,NA
"Carex.filifolia","Thread Leaved Sedge","Carex filifolia","Species","CarexFilifolia",99004130,59,20,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Native",FALSE,NA
"Carex.foenea","Hay Sedge","Carex foenea","Species","CarexFoenea",99004131,254,105,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,"Native",FALSE,NA
"Carex.gynocrates","Northern Bog Sedge","Carex gynocrates","Species","CarexGynocrates",99004133,156,66,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,"Native",FALSE,NA
"Carex.hoodii","Hood's Sedge","Carex hoodii","Species","CarexHoodii",99004135,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Carex.hookerana","Hooker's Sedge","Carex hookerana","Species","CarexHookerana",99004185,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Carex.houghtoniana","Sand Sedge","Carex houghtoniana","Species","CarexHoughtoniana",99004136,12,8,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Carex.inops","Sun Loving Sedge","Carex inops","Species","CarexInops",99000270,203,65,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,"Native",FALSE,NA
"Carex.interior","Inland Sedge","Carex interior","Species","CarexInterior",99004138,65,27,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,"Native",FALSE,NA
"Carex.lacustris","Lakeshore Sedge","Carex lacustris","Species","CarexLacustris",99004139,3,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Carex.lasiocarpa","Hairy Fruited Sedge","Carex lasiocarpa","Species","CarexLasiocarpa",99004140,59,25,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,"Native",FALSE,NA
"Carex.leptalea","Bristle Stalked Sedge","Carex leptalea","Species","CarexLeptalea",99004142,41,18,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Carex.limosa","Mud Sedge","Carex limosa","Species","CarexLimosa",99004144,89,35,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,"Native",FALSE,NA
"Carex.livida","Livid Sedge","Carex livida","Species","CarexLivida",99004145,4,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Carex.loliacea","Rye Grass Sedge","Carex loliacea","Species","CarexLoliacea",99004146,21,12,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Carex.magellanica","Boreal Bog Sedge","Carex magellanica","Species","CarexMagellanica",99005292,312,130,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,"Native",FALSE,NA
"Carex.media","Norway Sedge","Carex media","Species","CarexMedia",99004187,75,40,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,"Native",FALSE,NA
"Carex.microptera","Small Winged Sedge","Carex microptera","Species","CarexMicroptera",99004148,30,16,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,"Native",FALSE,NA
"Carex.nardina","Fragrant Sedge","Carex nardina","Species","CarexNardina",99004149,6,3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Carex.nebrascensis","Nebraska Sedge","Carex nebrascensis","Species","CarexNebrascensis",99005410,2,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Carex.obtusata","Blunt Sedge","Carex obtusata","Species","CarexObtusata",99004151,97,33,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,"Native",FALSE,NA
"Carex.oligosperma","Few Fruited Sedge","Carex oligosperma","Species","CarexOligosperma",99004152,4,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Carex.pauciflora","Few-Flowered Sedge","Carex pauciflora","Species","CarexPauciflora",99004189,41,17,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Carex.peckii","Peck's Sedge","Carex peckii","Species","CarexPeckii",99004153,9,6,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Carex.pellita","Woolly Sedge","Carex pellita","Species","CarexPellita",99004154,71,37,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,"Native",FALSE,NA
"Carex.praegracilis","Graceful Sedge","Carex praegracilis","Species","CarexPraegracilis",99004156,83,34,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,"Native",FALSE,NA
"Carex.prairea","Prairie Sedge","Carex prairea","Species","CarexPrairea",99004157,43,16,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,"Native",FALSE,NA
"Carex.praticola","Meadow Sedge","Carex praticola","Species","CarexPraticola",99004158,92,46,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,"Native",FALSE,NA
"Carex.pseudocyperus","Cyperus Like Sedge","Carex pseudocyperus","Species","CarexPseudocyperus",99004160,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Carex.raynoldsii","Raynold's Sedge","Carex raynoldsii","Species","CarexRaynoldsii",99004161,2,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Carex.retrorsa","Turned Sedge","Carex retrorsa","Species","CarexRetrorsa",99004162,5,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Carex.richardsonii","Richardson's Sedge","Carex richardsonii","Species","CarexRichardsonii",99004163,6,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Carex.rossii","Ross' Sedge","Carex rossii","Species","CarexRossii",99004164,9,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Carex.rostrata","Beaked Sedge","Carex rostrata","Species","CarexRostrata",99004165,53,27,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,"Native",FALSE,NA
"Carex.sartwellii","Sartwell's Sedge","Carex sartwellii","Species","CarexSartwellii",99004167,64,29,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,"Native",FALSE,NA
"Carex.scirpoidea","Rush Like Sedge","Carex scirpoidea","Species","CarexScirpoidea",99004169,22,8,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Carex.siccata","Hay Sedge","Carex siccata","Species","CarexSiccata",99004170,187,81,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,"Native",FALSE,NA
"Carex.simulata","Sedge","Carex simulata","Species","CarexSimulata",99004171,3,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Carex.sprengelii","Sprengel's Sedge","Carex sprengelii","Species","CarexSprengelii",99004172,14,9,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Native",FALSE,NA
"Carex.stipata","Awl Fruited Sedge","Carex stipata","Species","CarexStipata",99004190,2,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Carex.sychnocephala","Long Beaked Sedge","Carex sychnocephala","Species","CarexSychnocephala",99004173,11,10,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,"Native",FALSE,NA
"Carex.tenera","Broad Fruited Sedge","Carex tenera","Species","CarexTenera",99004174,30,17,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,"Native",FALSE,NA
"Carex.tenuiflora","Thin Flowered Sedge","Carex tenuiflora","Species","CarexTenuiflora",99004175,119,60,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,"Native",FALSE,NA
"Carex.tonsa.umbellata","Bald Sedge","Carex tonsa/umbellata","Species","CarexTonsa",99004176,23,8,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Carex.trisperma","Three Seeded Sedge","Carex trisperma","Species","CarexTrisperma",99004177,51,22,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,"Native",FALSE,NA
"Carex.utriculata","Small Bottle Sedge","Carex utriculata","Species","CarexUtriculata",99004178,279,132,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,"Native",FALSE,NA
"Carex.vaginata","Sheathed Sedge","Carex vaginata","Species","CarexVaginata",99004179,210,93,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,"Native",FALSE,NA
"Carex.viridula","Green Sedge","Carex viridula","Species","CarexViridula",99004180,6,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Carex.xerantica","White Scaled Sedge","Carex xerantica","Species","CarexXerantica",99004181,12,7,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Native",FALSE,NA
"Carum.carvi","Caraway","Carum carvi","Species","CarumCarvi",99004725,16,11,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,"Exotic",TRUE,NA
"Cassiope.tetragona","White Mountain Heather","Cassiope tetragona","Species","CassiopeTetragona",99004663,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Castilleja","Paintbrushes","Castilleja","Genus","Castilleja",99004976,4,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Castilleja.lutescens","Stiff Yellow Paintbrush","Castilleja lutescens","Species","CastillejaLutescens",99004978,23,10,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Native",FALSE,NA
"Castilleja.miniata","Common Red Paintbrush","Castilleja miniata","Species","CastillejaMiniata",99004979,216,91,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,"Native",FALSE,NA
"Castilleja.occidentalis","Lance Leaved Paintbrush","Castilleja occidentalis","Species","CastillejaOccidentalis",99004980,4,4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Castilleja.raupii","Purple Paintbrush","Castilleja raupii","Species","CastillejaRaupii",99004981,34,14,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Centaurea.cyanus","Bachelor's Buttons","Centaurea cyanus","Species","CentaureaCyanus",99004553,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Exotic",TRUE,NA
"Cerastium","Chickweeds","Cerastium","Genus","Cerastium",99004328,3,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA
"Cerastium.arvense","Field Mouse Ear Chickweed","Cerastium arvense","Species","CerastiumArvense",99004329,154,68,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,"Native",FALSE,NA
"Cerastium.beeringianum","Alpine Mouse Ear Chickweed","Cerastium beeringianum","Species","CerastiumBeeringianum",99004330,2,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Cerastium.fontanum","Common Mouse Ear Chickweed","Cerastium fontanum","Species","CerastiumFontanum",99004332,46,25,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,"Exotic",TRUE,NA
"Cerastium.nutans","Long Stalked Mouse Ear Chickweed","Cerastium nutans","Species","CerastiumNutans",99004333,27,12,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Ceratophyllum.demersum","Hornwort","Ceratophyllum demersum","Species","CeratophyllumDemersum",99003450,26,13,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Chaenorhinum.minus","Dwarf Snapdragon","Chaenorhinum minus","Species","ChaenorhinumMinus",99005154,3,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Exotic",TRUE,NA
"Chamaedaphne.calyculata","Leatherleaf","Chamaedaphne calyculata","Species","ChamaedaphneCalyculata",99004665,385,135,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,"Native",FALSE,NA
"Chamaerhodos.erecta","Little Rose","Chamaerhodos erecta","Species","ChamaerhodosErecta",99003612,37,18,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Native",FALSE,NA
"Chamerion.angustifolium","Common Fireweed","Chamerion angustifolium","Species","ChamerionAngustifolium",99005306,2857,874,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,"Native",FALSE,NA
