"sppid","species","scinam","rank","spp_code","tsnid","ndet","nsite","map.det","useavail.north","veghf.north","useavail.south","soilhf.south","map.pred","comments"
"Tortula.cernua",NA,"Tortula cernua","Species","TortulaCernua",99001179,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"Tortula.mucronifolia",NA,"Tortula mucronifolia","Species","TortulaMucronifolia",99000769,9,8,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,NA
"Tortula.nevadensis",NA,"Tortula nevadensis","Species","TortulaNevadensis",99000877,8,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"Tortula.truncata",NA,"Tortula truncata","Species","TortulaTruncata",99000878,3,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"Trichodon.cylindricus",NA,"Trichodon cylindricus","Species","TrichodonCylindricus",99000710,2,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"Tritomaria.exsectiformis",NA,"Tritomaria exsectiformis","Species","TritomariaExsectiformis",99000712,105,81,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,NA
"Tritomaria.quinquedentata",NA,"Tritomaria quinquedentata","Species","TritomariaQuinquedentata",99000715,3,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"Tritomaria.scitula",NA,"Tritomaria scitula","Species","TritomariaScitula",99000716,11,7,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
"Ulota.curvifolia",NA,"Ulota curvifolia","Genus","Ulota",99000702,2,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"Warnstorfia.fluitans",NA,"Warnstorfia fluitans","Species","WarnstorfiaFluitans",99000720,26,21,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,NA
"Weissia.controversa",NA,"Weissia controversa","Species","WeissiaControversa",99000723,14,13,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NA
"Weissia.muhlenbergiana",NA,"Weissia muhlenbergiana","Species","WeissiaMuhlenbergiana",99005398,2,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"Weissia.phascopsis",NA,"Weissia phascopsis","Species","WeissiaPhascopsis",549275,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
